代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
641, 0P000132OB, 诺安理财宝货币 - B, 货币市场基金,0,0,0.25
3229, 0P000197W8, 浦银安盛日日鑫货币B, 货币市场基金,0,0,0.29
2302, 0P00018HK2, 新沃通宝货币B, 货币市场基金,0,0,0.23
677, 0P00014AIG, 工银现金快线货币, 货币市场基金,0,0,0.29
2855, 0P0001846W, 博时现金宝货币C, 货币市场基金,0,0,0.28
895, 0P00014NH4, 国寿安保薪金宝货币, 货币市场基金,0,0,0.27
91005, F0000003XS, 大成货币B, 货币市场基金,0,0,0.31
4968, 0P0001BDHS, 红土创新货币B, 货币市场基金,0,0,0.24
675061, 0P00018OL9, 西部利得天添富货币A, 货币市场基金,0,0,0.28
5134, 0P0001BJ32, 长信长金通货币A, 货币市场基金,0,0,0.27
2884, 0P00018BNJ, 华润元大现金通货币B, 货币市场基金,0,0,0.24
359, 0P0000ZR3B, 易方达易理财货币A, 货币市场基金,0,0,0.28
1010, 0P000157CS, 易方达增金宝货币A, 货币市场基金,0,0,0.27
1526, 0P0001696B, 鑫元安鑫宝货币市场A, 货币市场基金,0,0,0.29
665, 0P0001362L, 博时现金收益货币B, 货币市场基金,0,0,0.29
519321, 0P00017PPS, 浦银安盛幸福聚利定期开放债券C, 纯债基金（封闭式）,0,0,0.09
3423, 0P00019IIP, 国寿安保添利货币B, 货币市场基金,0,0,0.26
3875, 0P000198XU, 浙商日添金货币B, 货币市场基金,0,0,0.32
748, 0P00013XZX, 广发活期宝货币A, 货币市场基金,0,0,0.31
4700, 0P0001AIS2, 新疆前海联合汇盈货币B, 货币市场基金,0,0,0.31
3678, 0P00019682, 中融现金增利货币A, 货币市场基金,0,0,0.29
1826, 0P00016OLP, 国寿安保增金宝货币A, 货币市场基金,0,0,0.28
638, 0P00012UG5, 富国富钱包货币A, 货币市场基金,0,0,0.29
2918, 0P00018IVP, 交银施罗德现金宝货币E, 货币市场基金,0,0,0.29
848, 0P00014G4D, 工银瑞信添益快线货币, 货币市场基金,0,0,0.28
4749, 0P0001BDDG, 华泰紫金天天金交易型货币B, 货币市场基金,0,0,0.28
397, 0P00011EY3, 汇添富全额宝货币, 货币市场基金,0,0,0.3
693, 0P0001471W, 建信现金添利货币A, 货币市场基金,0,0,0.28
511850, 0P000185MH, 招商财富宝交易型货币E, 货币市场基金,0,0,0.26
3537, 0P00019SU5, 招商招利宝货币A, 货币市场基金,0,0,0.27
920, 0P000150I8, 易方达财富快线货币 - Y, 货币市场基金,0,0,0.28
3246, 0P00018O2L, 华泰柏瑞天添宝货币A, 货币市场基金,0,0,0.26
343, 0P0000ZRVB, 华夏财富宝货币A, 货币市场基金,0,0,0.29
687, 0P00013BYE, 南方薪金宝货币, 货币市场基金,0,0,0.27
5230, 0P0001BRS3, 长盛货币B, 货币市场基金,0,0,0.3
400006, 0P00014GHT, 东方金账簿货币B, 货币市场基金,0,0,0.28
511670, 0P0001BDDF, 华泰紫金天天金交易型货币A, 货币市场基金,0,0,0.28
725, 0P00013NFA, 大成添利宝货币B, 货币市场基金,0,0,0.26
162206, F0000003YK, 泰达宏利货币 - A, 货币市场基金,0,0,0.29
982, 0P000156JI, 北信瑞丰现金添利货币B, 货币市场基金,0,0,0.29
690210, 0P0000XK1Z, 民生加银现金增利货币 - B, 货币市场基金,0,0,0.28
645, 0P000133JT, 华夏薪金宝货币, 货币市场基金,0,0,0.32
647, 0P000135BV, 易方达财富快线货币 - A, 货币市场基金,0,0,0.28
161615, 0P0000W3KJ, 融通易支付货币 - B, 货币市场基金,0,0,0.31
3317, 0P00019752, 中银证券现金管家货币B, 货币市场基金,0,0,0.29
332, 0P0000ZM98, 中加货币 - C, 货币市场基金,0,0,0.23
627, 0P0001349I, 大成丰财宝货币B, 货币市场基金,0,0,0.32
4780, 0P0001B92R, 招商招利一年期理财债券, 短债基金（封闭式）,0,0,0.3
699, 0P00013DAD, 中银薪钱包货币, 货币市场基金,0,0,0.27
2325, 0P00017B93, 南方日添益货币E, 货币市场基金,0,0,0.27
213909, F0000004GO, 宝盈货币B, 货币市场基金,0,0,0.31
5162, 0P0001BLOX, 中银如意宝货币B, 货币市场基金,0,0,0.29
719, 0P00013KVL, 南方现金通货币 - E, 货币市场基金,0,0,0.27
4097, 0P00019EBA, 农银汇理日日鑫交易型货币A, 货币市场基金,0,0,0.26
4568, 0P0001ABM4, 长城工资宝货币B, 货币市场基金,0,0,0.25
569, 0P000124IA, 鹏华增值宝货币, 货币市场基金,0,0,0.27
4896, 0P0001B792, 鹏华兴鑫宝货币, 货币市场基金,0,0,0.26
128011, F0000004E7, 国投瑞银货币B, 货币市场基金,0,0,0.23
482002, F0000003Z0, 工银货币, 货币市场基金,0,0,0.28
707, 0P0001471V, 景顺长城景丰货币 - B, 货币市场基金,0,0,0.27
1987, 0P0001706K, 东方金元宝货币, 货币市场基金,0,0,0.29
3206, 0P00018PLJ, 博时合鑫货币, 货币市场基金,0,0,0.3
1308, 0P0001660C, 博时外服货币, 货币市场基金,0,0,0.27
2488, 0P00017KK5, 汇添富稳健添利定期开放债券C, 普通债券型基金（封闭式）,0,0,0.28
861, 0P00015VE0, 长城货币 - E, 货币市场基金,0,0,0.27
3525, 0P00018VUZ, 兴银现金收益货币, 货币市场基金,0,0,0.23
100028, F00000041W, 富国天时货币B, 货币市场基金,0,0,0.28
519899, 0P0000Y4X6, 大成现金宝货币B, 货币市场基金,0,0,0.37
618, 0P00012R6T, 嘉实薪金宝货币, 货币市场基金,0,0,0.27
539, 0P00011WBO, 中银活期宝货币, 货币市场基金,0,0,0.27
530002, F0000003ZE, 建信货币A, 货币市场基金,0,0,0.29
5153, 0P0001BTZA, 农银汇理日日鑫交易型货币C, 货币市场基金,0,0,0.26
4199, 0P00019IIN, 华富天益货币B, 货币市场基金,0,0,0.3
4904, 0P0001BE1G, 人保货币B, 货币市场基金,0,0,0.27
4866, 0P0001B8CT, 格林日鑫月熠货币B, 货币市场基金,0,0,0.29
4984, 0P0001BDHX, 鹏扬现金通利货币B, 货币市场基金,0,0,0.27
392002, 0P0000P1VO, 中海货币B, 货币市场基金,0,0,0.29
730103, 0P0000XPD8, 方正富邦货币B, 货币市场基金,0,0,0.27
3749, 0P0001974Z, 创金合信鑫收益灵活配置混合A, 灵活配置型基金,0,0,-0.14
210012, 0P0000XC3M, 金鹰货币 - A, 货币市场基金,0,0,0.28
4164, 0P0001AM88, 国泰中国企业信用精选债券（QDII）C人民币, 环球债券,0,0,-3.02
464, 0P00011ILQ, 嘉实活期宝货币, 货币市场基金,0,0,0.27
642, 0P000136KW, 汇添富货币C, 货币市场基金,0,0,0.29
2402, 0P00017EF4, 南方亚洲美元收益债券QDII A 美元现汇, 环球债券,0,0,-0.24
519859, 0P000102GH, 广发现金宝场内货币B, 货币市场基金,0,0,0.3
150988, 0P0001AOVK, 银河钱包货币A, 货币市场基金,0,0,0.28
1992, 0P000172IC, 农银汇理天天利货币B, 货币市场基金,0,0,0.28
3752, 0P00019C5R, 工银瑞信如意货币A, 货币市场基金,0,0,0.28
159920, 0P0000WFWU, 华夏恒生ETF(QDII), 大中华区股票,0,0,8.69
3536, 0P00018X9T, 浦银安盛日日丰货币D, 货币市场基金,0,0,0.28
160609, F00000040Y, 鹏华货币 - B, 货币市场基金,0,0,0.31
2427, 0P000180AE, 华安全球美元票息债券(QDII)美元现汇A, 环球债券,0,0,-1.62
1937, 0P00016V71, 兴银现金增利货币, 货币市场基金,0,0,0.31
3534, 0P00018X9R, 浦银安盛日日丰货币A, 货币市场基金,0,0,0.29
519518, F0000003YZ, 汇添富货币A, 货币市场基金,0,0,0.29
650, 0P000136KX, 汇添富货币D, 货币市场基金,0,0,0.29
4282, 0P00019M6V, 博时兴荣货币B, 货币市场基金,0,0,0.26
4717, 0P0001BDHU, 万家天添宝货币A, 货币市场基金,0,0,0.27
5057, 0P0001BHYZ, 东方红货币B, 货币市场基金,0,0,0.28
420106, 0P0000W97S, 天弘现金管家货币 - B, 货币市场基金,0,0,0.13
1893, 0P00016Y4O, 华宝现金添益交易型货币B, 货币市场基金,0,0,0.28
519507, 0P0000ZAK0, 万家货币 - B, 货币市场基金,0,0,0.26
560, 0P000126MU, 诺安天天宝货币 - E, 货币市场基金,0,0,0.26
903, 0P00014Z50, 新华活期添利货币A, 货币市场基金,0,0,0.27
460106, F0000004FC, 华泰柏瑞货币B, 货币市场基金,0,0,0.32
675072, 0P00018PLI, 西部利得天添金货币B, 货币市场基金,0,0,0.28
4056, 0P00019MHM, 华夏惠利货币A, 货币市场基金,0,0,0.29
4216, 0P00019JI9, 兴业安润货币A, 货币市场基金,0,0,0.24
217014, F0000004I5, 招商现金增值货币 - B, 货币市场基金,0,0,0.28
3003, F0000003VN, 华夏现金增利货币 - A/E, 货币市场基金,0,0,0.3
506, 0P00011OG6, 国寿安保货币B, 货币市场基金,0,0,0.29
509, 0P00011OLG, 广发钱袋子货币A, 货币市场基金,0,0,0.29
4796, 0P0001B82N, 广发钱袋子货币E, 货币市场基金,0,0,0.29
180009, F0000003X5, 银华货币 - B, 货币市场基金,0,0,0.3
4170, 0P00019J7A, 万家现金增利货币B, 货币市场基金,0,0,0.32
5122, 0P0001BTZ9, 易方达天天理财货币 - C, 货币市场基金,0,0,0.28
9, 0P0000Y0H3, 易方达天天理财货币 - A, 货币市场基金,0,0,0.28
1391, 0P00016I5E, 天弘弘运宝货币B, 货币市场基金,0,0,0.25
3586, 0P000195DB, 先锋精一灵活配置混合A, 灵活配置型基金,0,0,1.61
519889, 0P0000XOKJ, 汇添富收益快线货币B, 货币市场基金,0,0,0.3
91022, 0P0000X9D6, 大成现金增利货币B, 货币市场基金,0,0,0.27
883, 0P00014N9I, 中金现金管家货币 - B, 货币市场基金,0,0,0.28
912, 0P00014ZW4, 英大现金宝货币A, 货币市场基金,0,0,0.28
161622, 0P0001767K, 融通汇财宝货币A, 货币市场基金,0,0,0.26
709, 0P00013LKJ, 华安汇财通货币, 货币市场基金,0,0,0.28
519506, F00000040G, 海富通货币B, 货币市场基金,0,0,0.25
519998, 0P0000RTHT, 长信利息收益货币 - B, 货币市场基金,0,0,0.3
2679, 0P00017VHX, 工银瑞信安盈货币A, 货币市场基金,0,0,0.29
625, 0P00012U9K, 诺安天天宝货币 - B, 货币市场基金,0,0,0.26
980, 0P0001588C, 汇添富添富通货币B, 货币市场基金,0,0,0.25
2912, 0P000187J6, 兴业稳天盈货币A, 货币市场基金,0,0,0.25
519801, 0P0000XXHS, 华夏保证金货币B, 货币市场基金,0,0,0.27
1077, 0P00018YZU, 华夏现金宝货币A, 货币市场基金,0,0,0.29
150015, F00000041X, 银河银富货币 - B, 货币市场基金,0,0,0.28
620010, 0P00013LKH, 金元顺安金元宝货币A, 货币市场基金,0,0,0.26
3267, 0P00018X6E, 新华壹诺宝货币B, 货币市场基金,0,0,0.27
789, 0P000146GV, 易方达龙宝货币 - A, 货币市场基金,0,0,0.27
2710, 0P00017ZB7, 红塔红土人人宝货币B, 货币市场基金,0,0,0.29
3479, 0P00018V7E, 财通资管鑫管家货币A, 货币市场基金,0,0,0.26
2673, 0P00017VI0, 诺德货币B, 货币市场基金,0,0,0.26
1211, 0P000165TZ, 中欧滚钱宝发起式货币A, 货币市场基金,0,0,0.29
389, 0P0000ZQVH, 广发天天红发起式货币A, 货币市场基金,0,0,0.29
1926, 0P00016VH6, 兴业鑫天盈货币B, 货币市场基金,0,0,0.31
4770, 0P0001BEFX, 海富通添益货币A, 货币市场基金,0,0,0.28
3711, 0P000196SW, 泰达宏利京元宝货币A, 货币市场基金,0,0,0.27
4502, 0P0001A995, 中银如意宝货币A, 货币市场基金,0,0,0.29
510900, 0P0000WFM4, 易方达恒生国企(QDII-ETF), 大中华区股票,0,0,8.58
2760, 0P0001818N, 东兴安盈宝货币B, 货币市场基金,0,0,0.28
260202, 0P0000O395, 景顺长城货币 - B, 货币市场基金,0,0,0.31
511660, 0P00018IQ5, 建信现金添益交易型货币H, 货币市场基金,0,0,0.27
3998, 0P0001A2RI, 泓德添利货币B, 货币市场基金,0,0,0.27
3364, 0P00018U0G, 长江乐享货币B, 货币市场基金,0,0,0.27
953, 0P00015R0Y, 国泰睿吉灵活配置混合A, 灵活配置型基金,0,0,3.65
4939, 0P0001BBWR, 中欧滚钱宝发起式货币C, 货币市场基金,0,0,0.29
740602, 0P0000XSL3, 长安货币 - B, 货币市场基金,0,0,0.27
3482, 0P00019939, 交银施罗德天鑫宝货币A, 货币市场基金,0,0,0.29
607, 0P00012U9J, 招商招钱宝货币 - B, 货币市场基金,0,0,0.27
2958, 0P00018CTG, 财通财通宝货币B, 货币市场基金,0,0,0.29
1894, 0P00016TGP, 泰达宏利活期友货币A, 货币市场基金,0,0,0.28
758, 0P00013ZA8, 招商招钱宝货币 - C, 货币市场基金,0,0,0.27
588, 0P00012H1C, 招商招钱宝货币 - A, 货币市场基金,0,0,0.27
786, 0P00014214, 华融现金增利货币B, 货币市场基金,0,0,0.27
519509, 0P0000SGHP, 浦银安盛货币 - A, 货币市场基金,0,0,0.29
4553, 0P0001BJPI, 中信建投凤凰货币B, 货币市场基金,0,0,0.25
211, 0P0000ZBI7, 光大保德信现金宝货币B, 货币市场基金,0,0,0.26
4078, 0P00019C5Q, 金信民发货币B, 货币市场基金,0,0,0.2
3065, 0P0001BJ34, 光大保德信尊富18个月定期开放债券A, 普通债券型基金（封闭式）,0,0,0.11
902, 0P000153WW, 国开泰富货币B, 货币市场基金,0,0,0.26
1871, 0P00016OCA, 前海开源现金增利货币B, 货币市场基金,0,0,0.28
750007, 0P0000XWVC, 安信现金管理货币B, 货币市场基金,0,0,0.25
2324, 0P00017B92, 南方日添益货币A, 货币市场基金,0,0,0.26
4185, 0P0001AMRU, 江信增利货币A, 货币市场基金,0,0,0.32
604, 0P00012MO0, 银华多利宝货币 - A, 货币市场基金,0,0,0.25
3252, 0P00018ME2, 大成添益交易型货币A, 货币市场基金,0,0,0.32
511690, 0P00018MEG, 大成添益交易型货币E, 货币市场基金,0,0,0.32
519516, 0P0001483K, 浦银安盛货币 - E, 货币市场基金,0,0,0.29
2883, 0P00018BNI, 华润元大现金通货币A, 货币市场基金,0,0,0.23
163820, 0P0000VSLF, 中银货币 - B, 货币市场基金,0,0,0.3
2400, 0P00017EES, 南方亚洲美元收益债券QDII A 人民币, 环球债券,0,0,0.06
4494, 0P0001A3YM, 华泰保兴货币B, 货币市场基金,0,0,0.29
968008, 0P00002BYW, 恒生中国企业指数基金 - A Acc, 中国股票,0,0,12.01
1973, 0P00016XU4, 光大保德信耀钱包货币A, 货币市场基金,0,0,0.27
4261, 0P00019SGR, 招商招禧宝货币A, 货币市场基金,0,0,0.27
542, 0P00011X1N, 上银慧财宝货币 - A, 货币市场基金,0,0,0.28
425, 0P000101H3, 长盛添利宝货币 - B, 货币市场基金,0,0,0.29
764, 0P00013Y01, 万家货币 - E, 货币市场基金,0,0,0.25
484, 0P00011I1B, 鑫元货币 - B, 货币市场基金,0,0,0.27
161831, 0P00012BDW, 银华恒生国企指数（QDII-LOF）, 大中华区股票,0,0,7.94
3515, 0P00019A6D, 国泰利是宝货币, 货币市场基金,0,0,0.28
1624, 0P00016DXC, 兴业添天盈货币A, 货币市场基金,0,0,0.29
829, 0P00019QGH, 易方达天天发货币A, 货币市场基金,0,0,0.28
773, 0P000147EH, 万家现金宝货币A, 货币市场基金,0,0,0.26
2894, 0P00018PZN, 华夏天利货币A, 货币市场基金,0,0,0.28
379, 0P000101GY, 平安日增利货币A, 货币市场基金,0,0,0.23
5058, 0P0001BHZ0, 东方红货币E, 货币市场基金,0,0,0.27
2788, 0P00018W2O, 融通现金宝货币A, 货币市场基金,0,0,0.24
2546, 0P00017WUS, 泰康薪意保货币E, 货币市场基金,0,0,0.26
204, 0P0000Z394, 国富日日收益货币B, 货币市场基金,0,0,0.28
3968, 0P00019GVM, 交银施罗德天益宝货币A, 货币市场基金,0,0,0.28
253051, 0P0000S1OW, 国联安货币B, 货币市场基金,0,0,0.28
3399, 0P00018V7N, 太平日日金货币B, 货币市场基金,0,0,0.28
2426, 0P000180A9, 华安全球美元票息债券(QDII)人民币A, 环球债券,0,0,-1.33
550011, 0P0000SH07, 信诚货币 - B, 货币市场基金,0,0,0.34
4970, 0P0001BE1D, 南方天天宝货币A, 货币市场基金,0,0,0.28
869, 0P00014N63, 国投瑞银增利宝货币B, 货币市场基金,0,0,0.28
726, 0P00013NFB, 大成添利宝货币E, 货币市场基金,0,0,0.24
1175, 0P00015X0F, 山西证券日日添利货币A, 货币市场基金,0,0,0.27
288101, F0000003XJ, 华夏货币A, 货币市场基金,0,0,0.25
1095, 0P00015VXE, 国投瑞银添利宝货币B, 货币市场基金,0,0,0.26
704, 0P00013DSE, 易方达天天增利货币 - A, 货币市场基金,0,0,0.26
4178, 0P00019V5I, 圆信永丰丰润货币A, 货币市场基金,0,0,0.26
1812, 0P00016OCB, 嘉实货币E, 货币市场基金,0,0,0.26
3042, 0P00018DDQ, 交银施罗德活期通货币A, 货币市场基金,0,0,0.27
660007, 0P0000RQ85, 农银货币 - A, 货币市场基金,0,0,0.26
301, 0P0000ZE5Q, 德邦德利货币B, 货币市场基金,0,0,0.26
2185, 0P000174PN, 泓德泓利货币B, 货币市场基金,0,0,0.25
166015, 0P0000XLEB, 中欧货币 - B, 货币市场基金,0,0,0.31
2247, 0P000173TM, 新疆前海联合海盈货币A, 货币市场基金,0,0,0.29
3589, 0P00018XO5, 东吴增鑫宝货币B, 货币市场基金,0,0,0.3
710502, 0P0000XUWE, 富安达现金通货币B, 货币市场基金,0,0,0.35
1094, 0P00015VST, 国投瑞银添利宝货币A, 货币市场基金,0,0,0.26
873, 0P00019V5N, 华安现金宝货币A, 货币市场基金,0,0,0.27
871, 0P00014KUY, 北信瑞丰宜投宝货币A, 货币市场基金,0,0,0.24
70008, F0000003XB, 嘉实货币A, 货币市场基金,0,0,0.26
161619, 0P0000X2VL, 融通岁岁添利债券 - B, 普通债券型基金（封闭式）,0,0,-0.39
240006, F0000003XC, 华宝现金宝货币A, 货币市场基金,0,0,0.29
868, 0P00014M00, 国投瑞银增利宝货币A, 货币市场基金,0,0,0.28
3392, 0P00018V7K, 建信天添益货币B, 货币市场基金,0,0,0.28
511930, 0P000170FB, 中融日日盈交易型货币A, 货币市场基金,0,0,0.25
2748, 0P00017YUD, 中欧货币 - D, 货币市场基金,0,0,0.31
583101, 0P0000NR14, 东吴货币B, 货币市场基金,0,0,0.27
40038, 0P0000XBWY, 华安日日鑫货币A, 货币市场基金,0,0,0.26
1529, 0P000169IG, 天弘云商宝货币, 货币市场基金,0,0,0.28
519326, 0P00018V79, 浦银安盛幸福聚益18个月定期开放债券A, 纯债基金（封闭式）,0,0,0.23
511810, 0P00014MSM, 南方理财金交易型货币 - H, 货币市场基金,0,0,0.27
740, 0P00013TY7, 兴银货币B, 货币市场基金,0,0,0.31
907, 0P0001502V, 农银汇理红利日结货币 - A, 货币市场基金,0,0,0.25
832, 0P00014FG9, 天弘现金管家货币 - C, 货币市场基金,0,0,0.26
2828, 0P0001846X, 南方现金增利货币 - E, 货币市场基金,0,0,0.27
847, 0P00014KFH, 中融货币市场 A, 货币市场基金,0,0,0.25
3075, 0P00018JK7, 中融货币市场 E, 货币市场基金,0,0,0.25
1981, 0P00016YVO, 富国收益宝交易型货币A, 货币市场基金,0,0,0.25
818, 0P00014NMT, 诺安天天宝货币 - C, 货币市场基金,0,0,0.25
519501, 0P0000ZAK1, 万家货币 - R, 货币市场基金,0,0,0
1232, 0P00015WGL, 嘉合货币A, 货币市场基金,0,0,0.25
200003, F0000003XP, 长城货币 - A, 货币市场基金,0,0,0.25
816, 0P00014MSL, 南方理财金交易型货币 - A, 货币市场基金,0,0,0.27
1477, 0P000167KX, 泰康薪意保货币A, 货币市场基金,0,0,0.26
1929, 0P00016WKL, 华夏收益宝货币A, 货币市场基金,0,0,0.3
1240, 0P00015ULI, 民生加银现金增利货币 - D, 货币市场基金,0,0,0.26
202301, F0000003VF, 南方现金增利货币 - A, 货币市场基金,0,0,0.27
2829, 0P00018OT5, 南方现金增利货币 - F, 货币市场基金,0,0,0.27
511880, 0P0000Y887, 银华交易型货币A, 货币市场基金,0,0,0.29
5292, 0P0001C2CE, 华富星玉衡一年定期开放混合C, 保守混合型基金（封闭式）,0,0,0.89
270004, F0000003XN, 广发货币A, 货币市场基金,0,0,0.31
4861, 0P0001BK1V, 泰康现金管家货币A, 货币市场基金,0,0,0.25
511900, 0P00016YVQ, 富国收益宝交易型货币H, 货币市场基金,0,0,0.25
1843, 0P000173CJ, 九泰日添金货币B, 货币市场基金,0,0,0.24
675031, 0P0001856F, 西部利得天添鑫货币A, 货币市场基金,0,0,0.25
1134, 0P00015LK1, 广发天天利货币E, 货币市场基金,0,0,0.29
4330, 0P00019SGT, 太平日日鑫货币A, 货币市场基金,0,0,0.29
519879, 0P00014A61, 国寿安保场内实时申赎货币B, 货币市场基金,0,0,0.29
1916, 0P00016UY2, 新沃通宝货币A, 货币市场基金,0,0,0.21
110032, 0P0000WTAY, 易方达恒生中国企业ETF联接(QDII)美元现汇, 大中华区股票,0,0,8.06
615, 0P00013BYD, 长城工资宝货币A, 货币市场基金,0,0,0.23
90005, F0000003XR, 大成货币A, 货币市场基金,0,0,0.28
3874, 0P000198XT, 浙商日添金货币A, 货币市场基金,0,0,0.29
2392, 0P00017IG5, 华安全球美元收益债券QDII 美元现汇A, 环球债券,0,0,-1.67
4860, 0P0001BGHP, 华泰紫金零钱宝货币, 货币市场基金,0,0,0.29
5092, 0P0001BH69, 广发货币C, 货币市场基金,0,0,0.31
4286, 0P00019RVF, 华富天盈货币B, 货币市场基金,0,0,0.28
548, 0P0001AGHG, 鹏华聚财通货币, 货币市场基金,0,0,0.27
475, 0P00011OLE, 广发天天利货币A, 货币市场基金,0,0,0.29
2722, 0P00017W95, 工银瑞信财富快线货币B, 货币市场基金,0,0,0.33
3467, 0P000198XV, 富荣货币A, 货币市场基金,0,0,0.25
3228, 0P000197W7, 浦银安盛日日鑫货币A, 货币市场基金,0,0,0.26
110033, 0P0000WUZJ, 易方达恒生中国企业ETF联接(QDII)美元现钞, 大中华区股票,0,0,8.06
4173, 0P00019IDV, 嘉实增益宝货币, 货币市场基金,0,0,0.23
4699, 0P0001AIS1, 新疆前海联合汇盈货币A, 货币市场基金,0,0,0.28
735, 0P00013TLZ, 博时天天增利货币B, 货币市场基金,0,0,0.3
4967, 0P0001BDHR, 红土创新货币A, 货币市场基金,0,0,0.22
511600, 0P00018LFA, 华安日日鑫货币H, 货币市场基金,0,0,0.28
710, 0P00013W9R, 交银施罗德现金宝货币A, 货币市场基金,0,0,0.26
5107, 0P0001BIB4, 广发添利交易型货币B, 货币市场基金,0,0,0.3
2243, 0P00017M4F, 东方金证通货币A, 货币市场基金,0,0,0.26
580, 0P00013261, 中邮货币B, 货币市场基金,0,0,0.25
1527, 0P0001696Z, 鑫元安鑫宝货币市场B, 货币市场基金,0,0,0.27
519567, 0P00012CW8, 浦银安盛日日盈货币 - B, 货币市场基金,0,0,0.34
4983, 0P0001BDHW, 鹏扬现金通利货币A, 货币市场基金,0,0,0.25
3422, 0P00019IIO, 国寿安保添利货币A, 货币市场基金,0,0,0.23
2847, 0P00018D2F, 天弘现金管家货币 - E, 货币市场基金,0,0,0.25
420006, 0P0000W97R, 天弘现金管家货币 - A, 货币市场基金,0,0,0.25
3994, 0P0001AKRJ, 华富货币B, 货币市场基金,0,0,0.26
75, 0P0000WTDB, 华夏恒生ETF联接(QDII) A- 美元, 大中华区股票,0,0,7.91
381, 0P0000ZWNN, 景顺长城景益货币 - B, 货币市场基金,0,0,0.3
713, 0P00014MXA, 上投摩根天添宝货币 - B, 货币市场基金,0,0,0.3
722, 0P00013O1W, 兴业货币- B, 货币市场基金,0,0,0.23
559, 0P000126MT, 诺安天天宝货币 - A, 货币市场基金,0,0,0.24
519955, 0P00016HUN, 长信富民纯债一年定期开放债券C, 纯债基金（封闭式）,0,0,0.4
110016, F00000040E, 易方达货币 - B, 货币市场基金,0,0,0.25
50003, F0200001XX, 博时现金收益货币A, 货币市场基金,0,0,0.27
2852, 0P000185MG, 招商财富宝交易型货币A, 货币市场基金,0,0,0.23
857, 0P00014MXD, 上投摩根天添盈货币 - E, 货币市场基金,0,0,0.27
1698, 0P00016FT1, 大成恒丰宝货币B, 货币市场基金,0,0,0.24
1251, 0P00016C55, 天弘现金管家货币 - D, 货币市场基金,0,0,0.25
161608, F0000003YT, 融通易支付货币 - A, 货币市场基金,0,0,0.28
626, 0P0001349H, 大成丰财宝货币A, 货币市场基金,0,0,0.29
2234, 0P00018003, 泰信天天收益货币B, 货币市场基金,0,0,0.28
213009, F0000004GN, 宝盈货币A, 货币市场基金,0,0,0.28
2960, 0P00018EIJ, 博时合利货币B, 货币市场基金,0,0,0.27
380, 0P0000ZWNM, 景顺长城景益货币 - A, 货币市场基金,0,0,0.27
690010, 0P0000XK1Y, 民生加银现金增利货币 - A, 货币市场基金,0,0,0.25
760, 0P000167KZ, 工银瑞信财富快线货币A, 货币市场基金,0,0,0.31
5252, 0P0001BWBO, 中海添瑞定期开放混合, 保守混合型基金（封闭式）,0,0,-0.11
121011, F0000004E6, 国投瑞银货币A, 货币市场基金,0,0,0.2
159004, 0P0000YROU, 招商保证金快线货币 - B, 货币市场基金,0,0,0.28
701, 0P0001471U, 景顺长城景丰货币 - A, 货币市场基金,0,0,0.25
3316, 0P00019751, 中银证券现金管家货币A, 货币市场基金,0,0,0.27
331, 0P0000ZM97, 中加货币 - A, 货币市场基金,0,0,0.21
400005, F00000040C, 东方金账簿货币A, 货币市场基金,0,0,0.26
80011, F0000003YR, 长盛货币A, 货币市场基金,0,0,0.28
923, 0P0001502Z, 中邮现金驿站货币C, 货币市场基金,0,0,0.26
981, 0P000156JH, 北信瑞丰现金添利货币A, 货币市场基金,0,0,0.26
511920, 0P00017LPZ, 广发货币E, 货币市场基金,0,0,0.31
724, 0P00013NF9, 大成添利宝货币A, 货币市场基金,0,0,0.23
325, 0P0000ZQ36, 华润元大现金收益货币B, 货币市场基金,0,0,0.23
682, 0P00013BYB, 信达澳银慧管家货币 - C, 货币市场基金,0,0,0.28
2391, 0P00017IG4, 华安全球美元收益债券QDII 人民币A, 环球债券,0,0,-1.39
4169, 0P00019J79, 万家现金增利货币A, 货币市场基金,0,0,0.3
41003, F0000004IF, 华安现金富利货币B, 货币市场基金,0,0,0.28
4198, 0P00019IIM, 华富天益货币A, 货币市场基金,0,0,0.28
320019, 0P0000VG7N, 诺安货币 - B, 货币市场基金,0,0,0.28
392001, 0P0000P1VN, 中海货币A, 货币市场基金,0,0,0.27
541011, 0P0000U8BF, 汇丰晋信货币B, 货币市场基金,0,0,0.28
470014, 0P0000WEF1, 汇添富理财14天债券A, 短债基金,0,0,0.13
370011, F0000003XI, 上投摩根货币 - B, 货币市场基金,0,0,0.27
511990, 0P0000XQN4, 华宝现金添益交易型货币A, 货币市场基金,0,0,0.25
1991, 0P000172IB, 农银汇理天天利货币A, 货币市场基金,0,0,0.25
519999, F0000003VI, 长信利息收益货币 - A, 货币市场基金,0,0,0.27
1101, 0P00018BNH, 银华惠添益货币, 货币市场基金,0,0,0.26
922, 0P0001502Y, 中邮现金驿站货币B, 货币市场基金,0,0,0.25
651, 0P000135BU, 招商招金宝货币 - B, 货币市场基金,0,0,0.27
4903, 0P0001BE1F, 人保货币A, 货币市场基金,0,0,0.24
4865, 0P0001B8CS, 格林日鑫月熠货币A, 货币市场基金,0,0,0.26
1006, 0P00015KLB, 中信建投凤凰货币A, 货币市场基金,0,0,0.22
862, 0P00014O45, 富国天时货币C, 货币市场基金,0,0,0.25
